計畫名稱,鑽孔編號,取樣編號,上限深度(公尺),下限深度(公尺),統一土壤分類,含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,座標系統,孔口X座標,孔口Y座標,N_value,SPTN_ori,Confidence(%),_matched,TWD97_X,TWD97_Y,water_depth(m),鑽孔地表高程
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-1-2,1.05,1.5,SM,27.1,－,NP,2.703,30,41,25,4,1.75,0.96,TW97,300294.95,2781579.77,6,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-2-2,2.55,3,SC,32.6,24,8,2.665,0,65,20,15,1.81,0.95,TW97,300294.95,2781579.77,2,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-3-2,4.05,4.5,SP-SM,19.4,－,NP,2.691,33,56,7,4,1.9,0.69,TW97,300294.95,2781579.77,11,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-4-2,5.55,6,GM,17.1,－,NP,2.745,42,42,12,4,1.99,0.62,TW97,300294.95,2781579.77,12,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-5-2,7.05,7.5,SM,27.7,－,NP,2.683,0,60,31,9,1.85,0.85,TW97,300294.95,2781579.77,4,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-6-2,8.55,9,CL,35.7,25,11,2.653,0,47,34,19,1.68,1.14,TW97,300294.95,2781579.77,4,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-7-2,10.05,10.5,SM,28.5,－,NP,2.684,0,60,34,6,1.89,0.82,TW97,300294.95,2781579.77,4,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-8-2,11.55,12,SM,18.6,－,NP,2.668,0,76,20,4,1.9,0.67,TW97,300294.95,2781579.77,7,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-9-2,13.05,13.5,SC,25.6,28,14,2.67,0,54,27,19,1.87,0.79,TW97,300294.95,2781579.77,3,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-10-2,14.55,15,SC,26.5,24,8,2.701,0,57,26,17,1.93,0.77,TW97,300294.95,2781579.77,4,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-11-2,16.05,16.5,SM,22.4,－,NP,2.71,0,64,22,14,1.93,0.72,TW97,300294.95,2781579.77,5,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-12-2,17.55,18,CL,29.6,26,10,2.699,0,31,45,24,1.9,0.84,TW97,300294.95,2781579.77,2,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-13-2,19.05,19.5,SC,22.1,28,12,2.671,0,62,22,16,1.95,0.67,TW97,300294.95,2781579.77,5,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-14-2,20.55,21,SM,17.6,－,NP,2.665,0,76,18,6,2.04,0.54,TW97,300294.95,2781579.77,6,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0002,S-15-0,21.1,21.16,,,,,,,,,,,,TW97,300294.95,2781579.77,>100,,,,300294.95,2781579.77,2.15,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-1-2,1.05,1.5,ML,36.8,－,NP,2.619,0,47,53,0,1.58,1.27,TW97,300801.68,2780358.92,2,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-2-2,2.55,3,ML,67,－,NP,2.567,0,46,52,2,1.47,1.92,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-3-2,4.05,4.5,ML,119.1,－,NP,2.253,0,44,55,1,1.31,2.77,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-4-2,5.55,6,ML,54.9,－,NP,2.744,0,6,91,3,1.58,1.69,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-5-2,7.05,7.5,CL,36.5,42,18,2.729,0,1,25,74,1.57,1.37,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-6-2,8.55,9,CL,52.6,44,19,2.71,0,1,23,76,1.64,1.52,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-7-2,10.05,10.5,CL,39,38,15,2.71,3,46,25,26,1.65,1.28,TW97,300801.68,2780358.92,1,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-8-2,11.55,12,SC,35.7,35,16,2.712,1,53,21,25,1.75,1.1,TW97,300801.68,2780358.92,2,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-9-2,13.05,13.5,SM,25.4,－,NP,2.775,3,70,14,13,1.88,0.85,TW97,300801.68,2780358.92,5,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-10-2,14.55,15,SM,20.9,－,NP,2.754,4,69,15,12,1.75,0.9,TW97,300801.68,2780358.92,17,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-11-2,16.05,16.5,SP-SM,24.1,－,NP,2.83,12,76,6,6,1.86,0.89,TW97,300801.68,2780358.92,30,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-12-2,17.55,18,GW-GM,10.9,－,NP,2.823,53,37,6,4,2.03,0.54,TW97,300801.68,2780358.92,15,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-13-2,19.05,19.5,GP-GM,9.8,－,NP,2.831,57,34,6,3,2.07,0.5,TW97,300801.68,2780358.92,9,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-14-2,20.55,21,CL,89.2,28,12,2.649,0,20,55,25,1.48,2.39,TW97,300801.68,2780358.92,4,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-15-2,22.05,22.5,SM,29.5,－,NP,2.696,16,60,18,6,1.78,0.96,TW97,300801.68,2780358.92,28,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0004,S-16-0,22.9,22.95,,,,,,,,,,,,TW97,300801.68,2780358.92,>100,,,,300801.68,2780358.92,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-1-0,1.05,1.5,,,,,,,,,,,,TW97,299467.39,2780997,15,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-2-0,2.55,3,,,,,,,,,,,,TW97,299467.39,2780997,22,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-3-2,4.05,4.5,CL,45.9,38,15,2.65,5,7,44,44,1.54,1.51,TW97,299467.39,2780997,2,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-4-2,5.55,6,CL,51.3,42,17,2.571,0,8,57,35,1.68,1.32,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-5-2,7.05,7.5,CL,60.8,32,13,2.555,0,15,71,14,1.49,1.76,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-6-2,8.55,9,CL,56.2,36,13,2.594,0,2,53,45,1.52,1.67,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-7-2,10.05,10.5,CL,65.4,30,14,2.512,0,16,63,21,1.43,1.91,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-8-2,11.55,12,CL,38,41,18,2.723,0,5,62,33,1.71,1.2,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-9-2,13.05,13.5,CL,40.7,41,20,2.729,0,3,60,37,1.63,1.36,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-10-2,14.55,15,CL,35.4,37,17,2.726,0,23,48,29,1.75,1.11,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-11-2,16.05,16.5,CL,41.2,40,18,2.731,0,5,51,44,1.6,1.41,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-12-2,17.55,18,CL,38.7,34,14,2.728,0,11,56,33,1.75,1.16,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-13-2,19.05,19.5,CL,43.2,41,17,2.731,0,0,49,51,1.57,1.49,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-14-2,20.55,21,CL,45.5,39,16,2.723,0,0,49,51,1.55,1.56,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-15-2,22.05,22.5,CL,45.4,44,21,2.744,0,0,47,53,1.72,1.32,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-16-2,23.55,24,CL,43,43,22,2.746,0,0,49,51,1.58,1.49,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-17-2,25.05,25.5,CL,46.2,40,21,2.741,0,2,41,57,1.65,1.43,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-18-2,26.55,27,CL,28.1,32,16,2.729,0,3,79,18,1.74,1.01,TW97,299467.39,2780997,3,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-19-2,28.05,28.5,CL,37.9,34,14,2.71,0,2,76,22,1.69,1.21,TW97,299467.39,2780997,1,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0006,S-20-2,30,30.45,ML,34.3,－,NP,2.712,15,20,57,8,1.71,1.13,TW97,299467.39,2780997,2,,,,299467.39,2780997,4.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-1-2,1.05,1.5,SM,11.2,－,NP,2.387,40,47,13,0,1.97,0.35,TW97,297111.91,2779170.23,15,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-2-2,2.55,3,SP,21.3,－,NP,2.67,48,51,1,0,1.74,0.86,TW97,297111.91,2779170.23,12,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-3-2,4.05,4.5,CL,31.9,34,12,2.7,0,4,68,28,1.9,0.87,TW97,297111.91,2779170.23,5,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-4-2,5.55,6,ML,31.6,－,NP,2.719,0,7,75,18,1.9,0.88,TW97,297111.91,2779170.23,1,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-5-2,7.05,7.5,CL,32.7,32,13,2.717,0,13,66,21,1.77,1.04,TW97,297111.91,2779170.23,1,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-6-2,8.55,9,CL,33.8,33,12,2.726,0,3,56,41,1.9,0.92,TW97,297111.91,2779170.23,1,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-7-2,10.05,10.5,SM,30.6,－,NP,2.702,0,72,24,4,1.85,0.91,TW97,297111.91,2779170.23,5,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-8-2,11.55,12,SM,26,－,NP,2.72,0,80,19,1,1.94,0.77,TW97,297111.91,2779170.23,10,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-9-2,13.05,13.5,SM,28.7,－,NP,2.71,0,80,17,3,1.9,0.84,TW97,297111.91,2779170.23,7,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-10-2,14.55,15,CL,35.3,36,12,2.712,0,1,64,35,1.88,0.96,TW97,297111.91,2779170.23,2,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-11-2,16.05,16.5,CL,33.2,36,12,2.732,0,1,63,36,1.91,0.91,TW97,297111.91,2779170.23,2,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-12-2,17.55,18,CL,31.8,37,15,2.741,0,1,56,43,1.82,0.98,TW97,297111.91,2779170.23,2,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-13-2,19.05,19.5,CL,33.8,36,14,2.734,0,1,57,42,1.85,0.98,TW97,297111.91,2779170.23,1,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-14-2,20.55,21,CL,33.1,36,15,2.735,0,1,49,50,1.9,0.92,TW97,297111.91,2779170.23,3,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-15-2,22.05,22.5,CL,33,35,15,2.727,0,0,59,41,1.86,0.95,TW97,297111.91,2779170.23,2,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-16-2,23.55,24,CL,34.9,36,14,2.735,0,0,54,46,1.83,1.02,TW97,297111.91,2779170.23,4,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-17-2,25.05,25.5,CL,45.4,39,17,2.749,0,1,46,53,1.73,1.31,TW97,297111.91,2779170.23,3,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-18-2,26.55,27,CL,34.7,38,16,2.715,0,1,60,39,1.77,1.07,TW97,297111.91,2779170.23,6,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-19-2,28.05,28.5,CL,36.9,39,16,2.734,0,1,62,37,1.83,1.05,TW97,297111.91,2779170.23,3,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0013,S-20-2,30,30.45,CL,36.9,37,15,2.74,0,1,48,51,1.81,1.07,TW97,297111.91,2779170.23,5,,,,297111.91,2779170.23,2.5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-1-2,1.05,1.5,SM,22.5,－,NP,2.683,11,64,18,7,1.87,0.76,TW97,300823.37,2778978.47,2,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-2-2,2.55,3,SM,41,－,NP,2.584,4,63,23,10,1.69,1.16,TW97,300823.37,2778978.47,2,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-3-2,4.05,4.5,CL,72.8,33,12,2.54,0,4,76,20,1.48,1.97,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-4-2,5.55,6,CL,41.1,35,12,2.726,0,1,63,36,1.73,1.22,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-5-2,7.05,7.5,CL,38.7,35,16,2.732,0,2,65,33,1.73,1.19,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-6-2,8.55,9,CL,37.8,36,14,2.748,0,2,60,38,1.77,1.14,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-7-2,10.05,10.5,ML,45.9,34,10,2.744,0,0,49,51,1.72,1.33,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-8-2,11.55,12,CL,40.5,30,10,2.742,0,1,55,44,1.72,1.24,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-9-2,13.05,13.5,CL,38,32,14,2.746,0,1,62,37,1.76,1.15,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-10-2,14.55,15,CL,41.4,34,14,2.727,0,0,55,45,1.77,1.18,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-11-2,16.05,16.5,CL,47.5,38,16,2.759,0,0,29,71,1.69,1.41,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-12-2,17.55,18,CL,41,36,15,2.729,0,1,53,46,1.69,1.28,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-13-2,19.05,19.5,CL,40.1,37,14,2.73,0,0,90,10,1.73,1.21,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-14-2,20.55,21,ML,38.1,36,11,2.729,0,0,60,40,1.76,1.14,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-15-2,22.05,22.5,CL,44.5,38,14,2.768,0,0,32,68,1.67,1.4,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-16-2,23.55,24,CL,44.6,36,12,2.75,0,0,41,59,1.63,1.44,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-17-2,25.05,25.5,CL,39.7,39,16,2.763,0,0,34,66,1.76,1.19,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-18-2,26.55,27,CL,41.1,33,11,2.763,0,0,35,65,1.73,1.25,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-19-2,28.05,28.5,ML,60.7,35,10,2.617,0,1,67,32,1.51,1.79,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0017,S-20-2,30,30.45,CL,50.8,37,18,2.678,0,10,44,46,1.57,1.57,TW97,300823.37,2778978.47,1,,,,300823.37,2778978.47,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-1-2,1.05,1.5,CL,42.1,22,10,2.578,0,34,49,17,1.67,1.19,TW97,301381.23,2778786.57,2,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-2-2,2.55,3,CL,103.9,28,12,2.428,0,15,68,17,1.36,2.64,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-3-2,4.05,4.5,CL,84.9,38,16,2.509,0,7,61,32,1.45,2.2,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-4-2,5.55,6,CL,43.4,36,14,2.694,0,2,50,48,1.6,1.41,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-5-2,7.05,7.5,CL,40,37,13,2.757,0,1,58,41,1.76,1.19,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-6-2,8.55,9,ML,37.4,35,10,2.736,0,1,62,37,1.76,1.14,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-7-2,10.05,10.5,CL,40.6,36,13,2.751,0,0,47,53,1.73,1.24,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-8-2,11.55,12,ML,44.5,33,9,2.754,0,0,56,44,1.69,1.35,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-9-2,13.05,13.5,CL,39.6,35,14,2.755,0,0,61,39,1.78,1.16,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_BT0020,S-10-2,14.55,15,CL,47.9,36,16,2.779,0,0,39,61,1.7,1.42,TW97,301381.23,2778786.57,1,,,,301381.23,2778786.57,2.3,787.6
